property_id,parcel_id,permit_number,permit_type,work_type,occupancy_type,status,milestone,value,dwelling_units_new,dwelling_units_eliminated,issue_date,complete_date,work_description,match_method,source_id
parcel-1602924340139,1602924340139,BLDG803976,Mechanical,ExistRes,TFD,Closed,Closed,,,,2019-11-05,2020-05-13,install Goodman hi eff furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340087,1602924340087,BLDG782429,Res,Misc,SFD,Closed,Closed,1300.0,,,2019-07-02,2019-07-16,REROOF FLAT ROOF ON PORCH,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340063,1602924340063,BLDG1023322,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-05,2025-01-28,METER MOVE Q2 - 2023 BATCH #30,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340045,1602924340045,BLDG882470,Mechanical,ExistRes,SFD,Closed,Closed,,,,2021-04-20,2024-10-28,Replace furnace - Installing GMES96 60k btu,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340045,1602924340045,BLDG731671,Plumbing,Res,,Closed,Closed,,,,2018-10-01,2020-03-16,dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924330109,1602924330109,BLDG1131680,Res,Misc,SFD,Closed,Closed,33688.0,,,2025-07-11,2025-10-27,replace windows,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924330109,1602924330109,BLDG856743,Plumbing,Res,,Closed,Closed,,,,2020-10-27,2021-11-30,"Replace gas line to gas dryer, drip leg and venting",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924330109,1602924330109,BLDG837189,Plumbing,Res,,Closed,Closed,,,,2020-06-12,2021-11-30,Replace Water Heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924330089,1602924330089,BLDG1173635,Plumbing,Res,,Closed,Closed,,,,2026-04-20,2026-04-20,Replace (1) 40 Gallon water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924330089,1602924330089,BLDG763597,Plumbing,Res,,Closed,Closed,,,,2019-04-12,2019-05-24,Replace PV water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924330089,1602924330089,BLDG759369,Plumbing,Res,SFD,Closed,Closed,,,,2019-03-25,2019-05-24,dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924320134,1602924320134,BLDG881493,Mechanical,ExistRes,SFD,Closed,Closed,,,,2021-04-13,2024-10-28,Replace furnace - Install Goodman,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924320119,1602924320119,BLDG1131663,Res,Misc,SFD,Closed,Closed,38954.0,,,2025-07-11,2025-10-27,replace windows,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924310028,1602924310028,BLDG1182588,Res,Misc,SFD,Issued,Final Inspection,7300.0,,,2026-06-02,,"Installing 15 Vinyl inserts to the home, no change of size, to openings existing.",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924310028,1602924310028,BLDG893251,Res,Misc,SFD,Closed,Closed,5350.59,,,2021-06-10,2023-03-17,Remove existing house roof and replace with new Asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924240141,1602924240141,BLDG1149137,Mechanical,ExistRes,SFD,Issued,Inspection,,,,2025-10-24,,Furnace replacement,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924240122,1602924240122,BLDG729921,Plumbing,Res,,Closed,Closed,,,,2018-09-20,2020-02-25,Replace one gas water heater.,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924240106,1602924240106,BLDG729046,Res,Misc,SFD,Closed,Closed,6000.0,,,2018-09-17,2018-09-21,reroof shed,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924240094,1602924240094,BLDG928216,Plumbing,Res,,Closed,Closed,,,,2022-02-17,2024-07-18,REPLACE CLOTHES DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924240045,1602924240045,BLDG1109224,Res,Misc,SFD,Closed,Closed,32573.0,,,2025-03-18,2025-10-27,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924240003,1602924240003,BLDG979049,Plumbing,Res,SFD,Closed,Closed,,,,2023-01-12,2024-01-30,METER MOVE Q2 - 2022 BATCH #19,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924240003,1602924240003,BLDG798869,Mechanical,ExistRes,SFD,Closed,Closed,,,,2019-10-14,2021-08-20,install new peerless boiler MHI -04,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924230107,1602924230107,BLDG837796,Plumbing,Res,,Closed,Closed,,,,2020-06-17,2023-01-19,Replacing water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924220143,1602924220143,BLDG851173,Mechanical,ExistRes,TFD,Closed,Closed,,,,2020-09-20,2021-03-25,install hi eff furnace Goodman GMEC960603bn,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924220046,1602924220046,BLDG962777,Plumbing,Res,,Closed,Closed,,,,2022-09-08,2024-10-23,Replace one (1) gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1602924210182,1602924210182,BLDG761531,Plumbing,Res,,Closed,Closed,,,,2019-04-03,2020-09-21,dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924210029,1602924210029,BLDG802411,Mechanical,ExistRes,TFD,Closed,Closed,,,,2019-10-30,2023-02-23,INSTALL GOODMAN HI EFF FURNACE,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924140047,1602924140047,BLDG854206,Plumbing,Res,,Closed,Closed,,,,2020-10-08,2020-11-20,"Install water closet, lav tub kitchen",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924130066,1602924130066,BLDG1107669,Plumbing,Res,,Issued,Inspection,,,,2025-02-25,,Replace Gas Dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924130066,1602924130066,BLDG1061160,Mechanical,ExistRes,SFD,Closed,Closed,,,,2024-05-17,2024-11-06,Replacing Furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924110045,1602924110045,BLDG1169071,Plumbing,Res,,Closed,Closed,,,,2026-03-19,2026-04-17,Replace water heater 40 gallon,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924110044,1602924110044,BLDG647896,Plumbing,Res,,Closed,Closed,,,,2017-04-11,2019-01-30,Replace dryer in basement,parcel_apn,minneapolis_ccs_permits_current
parcel-1602824410085,1602824410085,BLDG1131651,Res,Misc,SFD,Closed,Closed,45829.0,,,2025-07-11,2025-10-15,replace selected windows same size and siding,parcel_apn,minneapolis_ccs_permits_current
parcel-1602824320126,1602824320126,BLDG931316,Commercial,New,MFD,Closed,Closed,1558751.0,6,,2023-03-27,2023-12-26,(DMH - ProjectDox) 3-STORY (6 UNITS) MODULAR APARTMENT BLDG OVER INSULATED CRAWL SPACE FOUNDATION. Modular components must be certified and bear the IBC Seal and Data Plate per MN Rule 1361.0400 ****9-19-2023 -REVISION AFTER ISSUANCE - VENT ADDED BELO,parcel_apn,minneapolis_ccs_permits_current
parcel-1602824320126,1602824320126,BLDG952290,Wrecking,Private,TFD,Closed,Closed,7000.0,,,2023-03-21,2025-01-02,Wreck two family home affiliated w/PDR (PLAN13422) - 2 SAC Credits,parcel_apn,minneapolis_ccs_permits_current
parcel-1602824320126,1602824320126,BLDG974401,Mechanical,ComMFDNR,MFD,Closed,Closed,66000.0,,,2023-01-19,2023-12-26,All ducts above ceiling were installed at the factory. Plans and specs. attached.,parcel_apn,minneapolis_ccs_permits_current
parcel-1602824320126,1602824320126,BLDG974266,Plumbing,ComMin,MFD,Closed,Closed,,,,2022-12-08,2023-12-06,Complete plumbing per plans. Note: The project is modular construction. USM will be field installing crawl space and module connections. Pre-fab will be installing and inspections on the branch piping and setting fixtures. Fee is to be 50% of the calcula,parcel_apn,minneapolis_ccs_permits_current
parcel-1602824320126,1602824320126,BLDG974197,Mechanical,TempHeat,MFD,Closed,Closed,,,,2022-12-06,2023-11-29,TEMPORARY HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-1602824320126,1602824320126,BLDG915534,Plumbing,Res,,Closed,Closed,,,,2021-11-04,2025-06-18,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1502924440054,1502924440054,BLDG839128,Plumbing,Res,,Closed,Closed,,,,2020-06-26,2023-02-10,Replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1502924440054,1502924440054,BLDG782595,Mechanical,ExistRes,SFD,Closed,Closed,,,,2019-07-03,2019-08-05,replace 2 ton a/c with goodman 2 ton system,parcel_apn,minneapolis_ccs_permits_current
parcel-1502924320127,1502924320127,BLDG1045136,Commercial,Remodel,MFD,Closed,Closed,43436.0,,,2024-02-22,2024-04-05,"T/I - REMODEL 1ST FLOOR SMALL AREAS DEMO OF OFFICE, REMODEL SMALL AREA OFFICE 2020 MSBC architect: Adsit, Mina M - 18710",parcel_apn,minneapolis_ccs_permits_current
parcel-1502924320127,1502924320127,BLDG840828,Commercial,Remodel,MFD,Closed,Closed,2001472.0,,,2020-09-08,2024-09-23,Replacement of 2 entrances and curtain wall on floor 1. 369 windows on all floors. Lintel replacement at all thru wall air conditioner locations. All existing openings,parcel_apn,minneapolis_ccs_permits_current
parcel-1502924220188,1502924220188,BLDG1171190,Commercial,Remodel,Comm,Issued,Inspection,119000.0,,,2026-04-24,,RE-ROOF FLAT ROOF 2020 MSBC,parcel_apn,minneapolis_ccs_permits_current
parcel-1502924220188,1502924220188,BLDG967482,Commercial,Addition,MFD,Closed,Closed,175000.0,,,2022-10-28,2022-11-10,"REPAIR BALCONIES - INSTALL THRU-WALL FLASHING, REPLACE RAILING, PATCH, TUCKOINT, CAULK 2020 MSBC engineer: Deardoff, Matthew D. - 55899",parcel_apn,minneapolis_ccs_permits_current
parcel-1502924220093,1502924220093,BLDG730829,Plumbing,Res,,Closed,Closed,,,,2018-09-25,2018-10-12,REPLACE GAS DRYER.,parcel_apn,minneapolis_ccs_permits_current
parcel-1502824220217,1502824220217,BLDG1122465,Res,Misc,SFD,Closed,Closed,33710.0,,,2025-05-30,2025-10-15,"roof, siding and gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1502824140010,1502824140010,BLDG631094,Plumbing,Res,SFD,Closed,Closed,,,,2017-01-23,2019-01-29,METER MOVE Q3 - 2016 BATCH #11 METER MOVE Q3 - 2016 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-1502824110179,1502824110179,BLDG759218,Mechanical,ExistRes,SFD,Closed,Closed,,,,2019-03-25,2023-02-23,installed hi eff boiler mod CCY 85 MBH SOLO BLR CHALLE,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924440223,1402924440223,BLDG1162711,Mechanical,ComMFDRR,Comm,Issued,Inspection,50000.0,,,2026-01-26,,Installation of condensate piping for HVAC units per design. Reviewed under canceled permit BLDG1153582,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924440223,1402924440223,BLDG1153910,Plumbing,ComMaj,,Issued,Final Inspection,,,,2025-11-21,,Modify gas rough in per plumbing inspector. Connect new stove. Mike Brinda has reviewed current site conditions. All gas piping and appliances shall be installed in accordance with the 2020 Minnesota State Fuel Gas Code Code (MSFGC). Approv,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924440223,1402924440223,BLDG1131074,Plumbing,ComMaj,MFD,Issued,Inspection,,,,2025-09-09,,"remodel 190 units fixtures and waste stacks All plumbing shall be installed in accordance with the 2020 Minnesota State Plumbing Code (MSPC), Chapter 4714. All pipe, pipe fittings, traps, fixtures, material, and devices used in the plumbing system",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924440223,1402924440223,BLDG1132994,Mechanical,ComMFDNR,MFD,Issued,Inspection,3238075.0,,,2025-09-02,,"HVAC system, wide infrastructure upgrades, includes new boilers, pumps, air handlers, VAV boxes, self-contained heating & cooling units, split systems, GRD's and duct works per approved plans.",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924440223,1402924440223,BLDG1101863,Commercial,Remodel,MFD,Issued,Inspection,25545320.0,,,2025-07-11,,"Remodel of residential units and common spaces. Electrical feeder replacement, waste piping replacement and finish upgrades (cabinets, countertops, plumbing/electrical fixtures) certificate of occupancy required: no SPECIAL INSPECTIONS REQUIRED FOR",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924440223,1402924440223,BLDG973614,Commercial,Remodel,Comm,Expired,Expired,1000.0,,,2023-02-10,,NEW ANTENNAS ON PENTHOUSE FACADE AND STEAL PLATFORM WITH EQUIP CABINET,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924440223,1402924440223,BLDG770680,Mechanical,Comm-MFD,MFD,Closed,Closed,182679.0,,,2019-05-23,2019-09-17,Replacing the all heating valves for fine tubes radiation heating. Refer to attached drawings,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924440223,1402924440223,BLDG663521,Mechanical,Comm-MFD,MFD,Closed,Closed,3750.0,,,2017-07-05,2019-09-17,,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924420027,1402924420027,BLDG691903,Plumbing,Res,,Closed,Closed,,,,2018-01-19,2020-06-10,REPLACE GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924420027,1402924420027,BLDG682626,Res,Misc,SFD,Closed,Closed,9000.0,,,2017-11-02,2017-11-07,RE-ROOF HOUSE ONLY,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924410133,1402924410133,BLDG1162717,Mechanical,ComMFDNR,Comm,Issued,Final Inspection,20000.0,,,2026-01-27,,Installation of condensate piping for HVAC units. Reviewed in the past under BLDG115383,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924410133,1402924410133,BLDG1153901,Plumbing,ComMaj,,Issued,Inspection,,,,2025-11-21,,Modify gas rough in per plumbing inspector. Connect new stove. Mike Brinda has reviewed current site conditions. All gas piping and appliances shall be installed in accordance with the 2020 Minnesota State Fuel Gas Code Code (MSFGC). A,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924410133,1402924410133,BLDG1132981,Mechanical,ComMFDNR,MFD,Issued,Final Inspection,704934.0,,,2025-09-02,,"Building HAVC upgrades. Replace 2 boilers and pumps, H.W. base boards, air handles, duct systems for kitchen and bathroom exhaust, provide new, fully ducted SCU for each dwelling, Dwelling unit and common area HVAC heating equipment consists of gas, elect",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924410133,1402924410133,BLDG1131076,Plumbing,ComMaj,MFD,Issued,Inspection,,,,2025-08-04,,"remodel 32 units fixtures and waste stacks All plumbing shall be installed in accordance with the 2020 Minnesota State Plumbing Code (MSPC), Chapter 4714. All pipe, pipe fittings, traps, fixtures, material, and devices used in the plumbing sy",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924410133,1402924410133,BLDG1101860,Commercial,Remodel,MFD,Issued,Final Inspection,6022157.0,,,2025-07-11,,interior and exterior rehab of existing 4 story apartment building. no change to unit count. certificate of occupancy required: no occupancy: R2 2020 MSBC sprinklered: yes architect: megits #54767 Kaas Wilson engineer: w,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924410083,1402924410083,BLDG808215,Res,Misc,SFD,Cancelled,Closed,8375.0,,,2019-12-04,2023-02-24,Tear off and re-roof,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924410042,1402924410042,BLDG875943,Plumbing,Res,,Closed,Closed,,,,2021-03-05,2024-05-28,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG977305,Plumbing,Res,SFD,Closed,Closed,,,,2023-01-06,2023-12-27,METER MOVE Q2 - 2022 BATCH #26,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG977304,Plumbing,Res,SFD,Closed,Closed,,,,2023-01-06,2023-12-27,METER MOVE Q2 - 2022 BATCH #26,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG766994,Commercial,Remodel,MFD,Expired,Expired,5000.0,,,2019-05-15,,remove and rebuild exterior masonry wall to facilitate generator replacement. sck,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG669546,Mechanical,Comm-MFD,Comm,Closed,Closed,30000.0,,,2017-08-16,2017-08-28,,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG656685,Mechanical,Comm-MFD,MFD,Closed,Closed,2500.0,,,2017-05-25,2017-07-06,PIPING ONLY FOR TWO A/C'S (1) for 5 ton & (1) 3 ton (furnished and installed by Metro Sheet Metal).,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG628008,Mechanical,Comm-MFD,MFD,Closed,Closed,60000.0,,,2017-01-05,2020-11-23,APARTMENT BUILDING - NEW DUCTWORK WITH HOT WATER COILS IN DUCTWORK FOR HEATING. FOR ADDITION - NEW DUCTWORK AND HOT WATER COILS,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG627874,Plumbing,ComNoFdBv,MFD,Closed,Closed,,,,2016-12-27,2017-09-27,202 plumbing fixtures total & 48 gas stoves in each unit. 202 plumbing fixtures total & 48 gas stoves in each unit.,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG627861,Mechanical,Comm-MFD,Comm,Closed,Closed,14900.0,,,2016-12-27,2019-09-17,"hot water piping provide heating water piping to two air handling units, one make up air unit and install one CUH.",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924340005,1402924340005,BLDG626048,Commercial,Remodel,Comm,Closed,Closed,1537500.0,,,2016-12-22,2020-11-05,"new finishes - MPHA-MECHANICAL,APT KITCHENS & MAIN LEVEL UPDATES MPHA APTS.- REHAB AND UPDATES FOR PLUMBING & MECHANICALS. SELECT DEMO AT MAIN LEVEL WALLS AND CEILINGS FOR PLUMBING AND (DMH#1) MECHANICAL UPDATES. MAKE REPAIRS TO MATCH EXISTING FINISHE",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924310011,1402924310011,BLDG1043755,Mechanical,ComMFDRR,MFD,Closed,Closed,6500.0,,,2024-02-12,2024-02-26,DUCTLESS 1 TON A/C REPLACEMENT,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924230173,1402924230173,BLDG1093689,Commercial,Remodel,MFD,Closed,Closed,1000.0,,,2024-12-02,2025-11-21,CHANGE ANTENNAS ON EXISTING TOWER. NO CHANGE TO TOWER. (JJL) ENGINEER: CHRISTOPHER J WARREN #43496,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924230173,1402924230173,BLDG947973,Commercial,Remodel,Comm,Closed,Closed,80000.0,,,2022-06-09,2023-06-12,replacement of rooftop telecommunications equipment. engineer: jiang #51769,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924230173,1402924230173,BLDG921063,Commercial,Addition,MFD,Closed,Closed,1000.0,,,2021-12-23,2022-07-14,remove all SPRINT telecommunications equipment.,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924230173,1402924230173,BLDG807091,Commercial,Remodel,MFD,Cancelled,Closed,500.0,,,2020-01-16,2023-02-23,MATERIALS SWAP OF EXISTING EQUIPMENT. SWAP (6) ANTENNAS AND (6) RRU'S. ADD (3) ADDITIONAL RRU'S AND (9) FIBER JUMPERS ON EXISTING TELECOM ROOFTOP SITE. NO STRUCTURAL MODIFICATIONS REQUIRED. (JJL)************************* ENGINEER: VELOCITEL AHMET CO,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924230173,1402924230173,BLDG742252,Commercial,Remodel,Comm,Expired,Expired,20000.0,,,2018-12-26,,remove 1 antenna add 3 antennas and 3 radios (JJL) SPRINT************* ENGINEER: WESTCHESTER SERVICES PHILIP KOZIOL #53609*********,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924230173,1402924230173,BLDG743905,Commercial,Remodel,MFD,Closed,Closed,5000.0,,,2018-11-28,2019-02-06,"INSTALLATION OF 2HR CEILING ASSEMBLY IN EXISTING ELEVATOR EQUIPMENT ROOM PER ARCHITECT PLAN. (DMH#2) Architect: JIM MACKEY,#23018 APPROVED PLANS AND PERMIT MUST BE ON SITE BEFORE INSPECTIONS WILL BE PROVIDED. SEPARATE PERMITS ARE REQUIRED FOR ELECT",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924230173,1402924230173,BLDG638307,Commercial,Remodel,MFD,Closed,Closed,12500.0,,,2017-04-05,2017-08-02,"REPLACING (3) ANTENNAS AND ADDNG SMALL RADIO UNITS ENGINEER: BLACK & VEATCH, ROBLEY A. EVANS # 43119 ***CONTRACTOR TO VERIFY EXISTING ROOF CONDITIONS AND COORDINATE ANY DISCREPENCIES WITH ENGINEER OF RECORD.***",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924220070,1402924220070,BLDG1017221,Plumbing,Res,,Closed,Closed,,,,2023-09-08,2023-09-19,INSTALL GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924220016,1402924220016,BLDG1109245,Res,Misc,TFD,Closed,Closed,18757.5,,,2025-03-13,2025-10-14,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1402924220016,1402924220016,BLDG975538,Mechanical,ComMFDRR,Comm,Closed,Closed,78500.0,,,2022-12-20,2025-10-23,HVAC REPAIRS & REPLACEMENTS PER FIRE DAMAGE,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924210130,1402924210130,BLDG1068347,Res,Misc,SFD,Closed,Closed,7500.0,,,2024-06-24,2024-11-15,Remove existing asphalt shingles on roof and replace with new architectural asphalt shingles.,parcel_apn,minneapolis_ccs_permits_current
parcel-1402924210130,1402924210130,BLDG960236,Plumbing,Res,,Closed,Closed,,,,2022-08-22,2025-02-06,Replace one (1) gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1402924120139,1402924120139,BLDG1141260,Mechanical,ExistRes,SFD,Issued,Inspection,,,,2025-09-05,,Replace A/C system 2 ton Mod# GLXS3BN2410 13.4 Seer,parcel_apn,minneapolis_ccs_permits_current
