property_id,parcel_id,permit_number,permit_type,work_type,occupancy_type,status,milestone,value,dwelling_units_new,dwelling_units_eliminated,issue_date,complete_date,work_description,match_method,source_id
parcel-1902823240204,1902823240204,BLDG952306,Wrecking,Private,SFD,Closed,Closed,7000.0,,,2023-03-03,2025-06-24,Wreck SFD affiliated w/PDR (PLAN13425) - 1 SAC Credit,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823240204,1902823240204,BLDG974402,Mechanical,ComMFDNR,MFD,Closed,Closed,66000.0,,,2023-01-19,2023-11-30,"HVAC for 3 story 6 dwelling units modular construction, installing furnace with DX coil and condensing units, exhaust fans, electric baseboard heaters, electric unit heaters, electric wall heaters, GRDs and all associated ductwork. Refer to attached draw",parcel_apn,minneapolis_ccs_permits_current
parcel-1902823240204,1902823240204,BLDG974247,Plumbing,ComMin,MFD,Closed,Closed,,,,2022-12-08,2024-01-03,Complete plumbing per plans. Note: The project is modular construction. USM will be field installing crawl space and module connections. Pre-fab will be installing and inspections on the branch piping and setting fixtures. Fee is to be 50% of the calcula,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823240204,1902823240204,BLDG974198,Mechanical,TempHeat,MFD,Closed,Closed,,,,2022-12-06,2024-01-03,TEMPORARY HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823240119,1902823240119,BLDG1014602,Plumbing,Res,SFD,Closed,Closed,,,,2023-08-22,2024-08-05,METER MOVE Q2 - 2023 BATCH #13,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823220157,1902823220157,BLDG1114046,Res,Misc,SFD,Closed,Closed,18815.0,,,2025-04-17,2025-09-22,"New Roof, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1902823220157,1902823220157,BLDG907473,Plumbing,Res,,Closed,Closed,,,,2021-09-10,2024-08-05,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1902823210060,1902823210060,BLDG1104733,Plumbing,Res,SFD,Closed,Closed,,,,2025-01-30,2025-10-15,METER MOVE Q4 - 2024 BATCH 65,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823210060,1902823210060,BLDG1031231,Mechanical,ExistRes,SFD,Closed,Closed,,,,2023-11-03,2023-12-14,Replace existing furnace with 96% EFF Furnace 2-Stage w/ ECM,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823140092,1902823140092,BLDG1114056,Res,Misc,SFD,Closed,Closed,51012.0,,,2025-04-17,2025-09-22,"New Roof, New Gutters, New Siding",parcel_apn,minneapolis_ccs_permits_current
parcel-1902823140092,1902823140092,BLDG1000417,Plumbing,Res,SFD,Closed,Closed,,,,2023-06-06,2023-11-09,METER MOVE Q4 - 2022 BATCH #27,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823120114,1902823120114,BLDG1020483,Plumbing,Res,SFD,Closed,Closed,,,,2023-09-22,2024-09-19,METER MOVE Q3 - 2023 BATCH #16,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823110158,1902823110158,BLDG981361,Plumbing,Res,SFD,Closed,Closed,,,,2023-01-27,2023-10-10,METER MOVE Q3 - 2022 BATCH #19,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823110005,1902823110005,BLDG1072887,Res,Misc,SFD,Closed,Closed,26625.0,,,2024-07-18,2025-03-04,replace siding,parcel_apn,minneapolis_ccs_permits_current
parcel-1902823110005,1902823110005,BLDG1072665,Res,Misc,SFD,Closed,Closed,7650.0,,,2024-07-12,2024-12-30,Remove existing shingles and replace with new architectural asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823440166,1802823440166,BLDG854558,Mechanical,ExistRes,SFD,Closed,Closed,,,,2020-10-12,2024-01-04,install new hi eff Goodman furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823340062,1802823340062,BLDG1117201,Plumbing,Res,SFD,Closed,Closed,,,,2025-05-08,2025-08-29,METER MOVE Q1 - 2025 BATCH #5,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823240164,1802823240164,BLDG1157900,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-18,,METER MOVE Q2 - 2025 BATCH #14,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823240164,1802823240164,BLDG1157152,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #3,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823240094,1802823240094,BLDG816857,Plumbing,Res,,Closed,Closed,,,,2020-01-30,2023-02-17,GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823240014,1802823240014,BLDG1069289,Res,Misc,SFD,Closed,Closed,8500.0,,,2024-06-27,2025-03-04,Remove existing shingles and replace with new architectural asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823240014,1802823240014,BLDG963983,Res,Misc,SFD,Closed,Closed,29600.0,,,2022-09-16,2022-10-12,Installing 127 LN FT Drain tile & sump pump & 25 intellibraces,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823240014,1802823240014,BLDG682290,Plumbing,Res,,Closed,Closed,,,,2017-12-05,2019-04-03,Meter Move Q2-2017 Batch #11,parcel_apn,minneapolis_ccs_permits_current
parcel-1802823210056,1802823210056,BLDG1028337,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-24,2024-12-09,METER MOVE Q3 - 2023 BATCH #1,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440166,1702924440166,BLDG1029543,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-26,2024-10-23,METER MOVE Q3 - 2023 BATCH #14,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440166,1702924440166,BLDG827407,Plumbing,Res,,Closed,Closed,,,,2020-03-27,2022-04-01,REPLACE WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440156,1702924440156,BLDG1045220,Plumbing,Res,SFD,Closed,Closed,,,,2024-02-15,2024-09-05,METER MOVE Q4 - 2023 BATCH #32,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440142,1702924440142,BLDG1045212,Plumbing,Res,SFD,Closed,Closed,,,,2024-02-15,2024-09-05,METER MOVE Q4 - 2023 BATCH #32,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440099,1702924440099,BLDG731292,Mechanical,ExistRes,SFD,Closed,Closed,,,,2018-09-27,2018-10-18,Hook up dryer vent and connect gas to dryer.,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440097,1702924440097,BLDG1158482,Plumbing,Res,,Issued,Inspection,,,,2025-12-22,,REPLACE GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440097,1702924440097,BLDG1029464,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-26,2024-06-07,METER MOVE Q3 - 2023 BATCH #12,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440097,1702924440097,BLDG943035,Plumbing,Res,,Closed,Closed,,,,2022-05-04,2024-06-21,INSTALL GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924440084,1702924440084,BLDG1029498,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-26,2025-02-03,METER MOVE Q3 - 2023 BATCH #13,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430189,1702924430189,BLDG1029541,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-26,2024-06-12,METER MOVE Q3 - 2023 BATCH #14,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430150,1702924430150,BLDG990162,Plumbing,Res,,Closed,Closed,,,,2023-04-11,2024-11-25,REPLACEMENT OF GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430150,1702924430150,BLDG871660,Mechanical,ExistRes,SFD,Closed,Closed,,,,2021-02-05,2024-01-04,Replacement of Boiler - Installing new Peerless Boiler,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430143,1702924430143,BLDG783576,Res,Misc,SFD,Closed,Closed,3800.0,,,2019-07-10,2019-08-08,RE-ROOF HOUSE ONLY,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430118,1702924430118,BLDG1042147,Plumbing,Res,SFD,Closed,Closed,,,,2024-01-29,2024-08-12,METER MOVE Q4 - 2023 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430118,1702924430118,BLDG843839,Plumbing,Res,,Closed,Closed,,,,2020-07-30,2023-05-26,Replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430109,1702924430109,BLDG1042149,Plumbing,Res,SFD,Closed,Closed,,,,2024-01-29,2024-08-13,METER MOVE Q4 - 2023 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430109,1702924430109,BLDG819427,Plumbing,Res,,Closed,Closed,,,,2020-02-21,2020-04-13,replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924430010,1702924430010,BLDG1023664,Plumbing,Res,SFD,Closed,Closed,,,,2023-10-05,2024-09-05,METER MOVE Q2 - 2023 BATCH #30,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924420098,1702924420098,BLDG1045172,Plumbing,Res,SFD,Closed,Closed,,,,2024-02-15,2024-11-12,METER MOVE Q4 - 2023 BATCH #31,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924420098,1702924420098,BLDG889785,Plumbing,Res,,Closed,Closed,,,,2021-05-20,2023-06-13,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1702924420090,1702924420090,BLDG1042113,Plumbing,Res,SFD,Closed,Closed,,,,2024-01-29,2024-08-09,METER MOVE Q4 - 2023 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924420090,1702924420090,BLDG891463,Plumbing,Res,,Closed,Closed,,,,2021-05-28,2023-06-13,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1702924420086,1702924420086,BLDG1042116,Plumbing,Res,SFD,Closed,Closed,,,,2024-01-29,2024-05-23,METER MOVE Q4 - 2023 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924420060,1702924420060,BLDG1042135,Plumbing,Res,SFD,Closed,Closed,,,,2024-01-29,2024-06-07,METER MOVE Q4 - 2023 BATCH #15,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924410170,1702924410170,BLDG1042167,Plumbing,Res,SFD,Closed,Closed,,,,2024-01-29,2024-08-09,METER MOVE Q4 - 2023 BATCH #16,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924410095,1702924410095,BLDG1045232,Plumbing,Res,SFD,Closed,Closed,,,,2024-02-15,2024-06-24,METER MOVE Q4 - 2023 BATCH #32,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924140086,1702924140086,BLDG765636,Plumbing,Res,,Closed,Closed,,,,2019-04-22,2021-03-16,Replace Water Heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924130089,1702924130089,BLDG1109249,Res,Misc,SFD,Closed,Closed,35616.0,,,2025-03-13,2025-09-18,roof soffit and facsia and gutters,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924130089,1702924130089,BLDG897562,Res,Misc,SFD,Closed,Closed,5800.0,,,2021-07-09,2021-08-06,Re-roof of south side of house,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924130076,1702924130076,BLDG1170045,Plumbing,Res,SFD,Issued,Inspection,,,,2026-03-27,,"Bathroom sink, shower valve, new stove whip",parcel_apn,minneapolis_ccs_permits_current
parcel-1702924130076,1702924130076,BLDG969936,Res,Misc,SFD,Expired,Expired,8200.0,,,2022-10-27,,"Remove existing shingles on house and garage and replace with new asphalt shingles, as per code",parcel_apn,minneapolis_ccs_permits_current
parcel-1702924130056,1702924130056,BLDG1091720,Plumbing,Res,SFD,Closed,Closed,,,,2024-10-29,2025-06-13,METER MOVE Q2 - 2024 BATCH 2,parcel_apn,minneapolis_ccs_permits_current
parcel-1702924130056,1702924130056,BLDG893248,Res,Misc,SFD,Closed,Closed,5560.0,,,2021-06-10,2023-03-17,Remove existing house roof and replace with new Asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824410137,1702824410137,BLDG797355,Res,Misc,SFD,Closed,Closed,4000.0,,,2019-10-03,2019-10-16,RE-ROOF HOUSE,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824410137,1702824410137,BLDG653338,Plumbing,Res,,Closed,Closed,,,,2017-05-03,2020-09-01,replace gas dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824410072,1702824410072,BLDG1114054,Res,Misc,TFD,Closed,Closed,44408.0,,,2025-04-17,2025-10-14,"New Roof, New Gutters,",parcel_apn,minneapolis_ccs_permits_current
parcel-1702824410072,1702824410072,BLDG807107,Mechanical,ExistRes,TFD,Closed,Closed,,,,2019-11-24,2021-01-05,INSTALLED 2 TON A/C UNIT,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824330224,1702824330224,BLDG1157718,Plumbing,Res,,Issued,Inspection,,,,2025-12-18,,"Replace sink, faucet, toilet, shower fixture, laundry tub sink, kitchen sink",parcel_apn,minneapolis_ccs_permits_current
parcel-1702824330224,1702824330224,BLDG730191,Plumbing,Res,,Closed,Closed,,,,2018-12-18,2020-01-03,METER MOVE - Q2 2018 BATCH #3,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824330089,1702824330089,BLDG1062514,Res,Misc,SFD,Closed,Closed,47532.0,,,2024-05-30,2025-05-19,Removing old siding installing tyvek house wrap and new siding.,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824330089,1702824330089,BLDG893453,Plumbing,Res,,Closed,Closed,,,,2021-06-11,2023-05-16,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1702824330089,1702824330089,BLDG668883,Plumbing,Res,,Closed,Closed,,,,2017-08-03,2019-08-01,dryer drip leg and flex connector,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824320106,1702824320106,BLDG1078090,Res,Misc,SFD,Closed,Closed,8000.0,,,2024-08-06,2025-05-21,Remove existing shingles from roof and replace with new architectural asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824320106,1702824320106,BLDG857765,Mechanical,ExistRes,SFD,Closed,Closed,,,,2020-11-01,2022-06-15,install hi eff furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824320106,1702824320106,BLDG839135,Plumbing,Res,,Closed,Closed,,,,2020-06-26,2023-01-24,Replace Water Heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824220041,1702824220041,BLDG857768,Mechanical,ExistRes,TFD,Closed,Closed,,,,2020-11-01,2022-07-14,install hi eff furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1702824220041,1702824220041,BLDG691097,Res,Misc,TFD,Closed,Closed,4800.0,,,2018-01-11,2018-02-08,TEAROFF AND REROOF DOUBLE BUNGALOW,parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG736017,Mechanical,Comm-MFD,MFD,Closed,Closed,51000.0,,,2018-10-31,2019-02-05,FOR 4 PLX -4 HEATING & COOLING PACKAGES TOWNHOUSE STYLE APARTMENTS PER ENGINEERED DRAWINGS 2 TON SPLIT COOLING/ 40 MBH FURNACE,parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG736013,Mechanical,Comm-MFD,MFD,Closed,Closed,38250.0,,,2018-10-31,2023-02-16,FOR 4 PLX -3 ADDITIONAL HEATING & COOLING PACKAGES,parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG728394,Mechanical,Comm-MFD,MFD,Closed,Closed,12750.0,,,2018-09-17,2019-02-05,Townhouse -40 mbh furnace 2 ton a/c- associated ductwork and ventilation equipment per engineered drawings,parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG723000,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-08-09,2021-02-22,"INSTALL D/W/V,WATERLINES FOR 4 UNIT TOWN HOME 5356 RIVERIEW",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG722998,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-08-09,2021-02-22,"INSTALL D/W/V,WATERLINES FOR 4 UNIT TOWN HOME 5354 RIVERIEW",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG722997,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-08-09,2021-02-22,"INSTALL D/W/V,WATERLINES FOR 4 UNIT TOWN HOME 5352 RIVERIEW",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG722996,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-08-09,2019-01-16,"INSTALL D/W/V,WATERLINES FOR 4 UNIT TOWN HOME 5350 RIVERVIEW",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG722995,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-08-09,2021-02-22,"INSTALL D/W/V,WATERLINES FOR 4 UNIT TOWN HOME 5348 RIVERVIEW",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG722994,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-08-09,2021-02-19,"INSTALL D/W/V,WATERLINES FOR 4 UNIT TOWN HOME 5346 RIVERVIEW",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG722993,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-08-09,2019-01-22,"INSTALL D/W/V,WATERLINES FOR 4 UNIT TOWN HOME 5344 RIVERVIEW",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG722992,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-08-09,2019-01-31,"INSTALL D/W/V,WATERLINES FOR 4 UNIT TOWN HOME 5342 RIVERVIEW",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG699292,Commercial,New,3to4,Closed,Closed,981698.0,4,,2018-05-29,2022-03-30,"CONSTRUCT TWO STORIES FOUR UNIT TOWNHOUSE STYLE APARTMENT BUILDING (#C) WITH SLAB ON GRADE AND SHARED OFF STREET PARKING. AAJ#1. ***NOTE: BUILDING ""C"" ADDRESS: 5342; 5344; 5346 & 5348 RIVERVIEW ROAD*** DEMISING WALL ASSEMBLY: GA FILE NO. WP 3820",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823340058,1702823340058,BLDG699290,Commercial,New,3to4,Closed,Closed,981698.0,4,,2018-05-29,2022-03-30,"CONSTRUCT TWO STORIES FOUR UNIT TOWNHOUSE STYLE APARTMENT BUILDING (#B) WITH SLAB ON GRADE AND SHARED OFF STREET PARKING. AAJ#1. ***NOTE: BUILDING ""B"" ADDRESS: 5350; 5352; 5354 & 5356 RIVERVIEW ROAD*** DEMISING WALL ASSEMBLY: GA FILE NO. WP 3820",parcel_apn,minneapolis_ccs_permits_current
parcel-1702823330015,1702823330015,BLDG880748,Plumbing,Res,,Closed,Closed,,,,2021-04-09,2024-04-24,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440111,1602924440111,BLDG782685,Plumbing,ComNoFdBv,MFD,Closed,Closed,,,,2019-07-03,2021-08-20,REPLACE WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG1160992,Plumbing,ComMin,Comm,Closed,Closed,,,,2026-01-07,2026-03-19,REPLACE WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG1160824,Plumbing,Res,,Closed,Closed,,,,2026-01-07,2026-03-19,Replace 40 gallon water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG1152985,Plumbing,Res,,Issued,Inspection,,,,2025-11-12,,Install Gas Dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG1005390,Res,Misc,SFD,Closed,Closed,3500.0,,,2023-07-07,2023-07-19,Remove and replace roof,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG861090,Mechanical,ExistRes,TFD,Closed,Closed,,,,2020-11-25,2020-12-15,install hi eff furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG839138,Plumbing,Res,,Closed,Closed,,,,2020-06-26,2023-05-25,Replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG788634,Plumbing,Res,SFD,Closed,Closed,,,,2019-08-08,2020-09-15,GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG767174,Plumbing,Res,SFD,Closed,Closed,,,,2019-04-30,2019-05-15,Replace gas dryer. Put new gas piping and new venting,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924440051,1602924440051,BLDG723537,Res,Misc,SFD,Closed,Closed,10000.0,,,2018-08-13,2018-09-06,Tear-off and re-roof only,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430179,1602924430179,BLDG758513,Plumbing,Res,,Closed,Closed,,,,2019-03-19,2019-03-26,installed gas dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430179,1602924430179,BLDG758117,Plumbing,Res,,Closed,Closed,,,,2019-03-15,2019-03-26,Install gas dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430123,1602924430123,BLDG762924,Plumbing,Res,,Closed,Closed,,,,2019-04-10,2020-09-15,40 gallon atmospheric water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430101,1602924430101,BLDG846556,Plumbing,Res,,Closed,Closed,,,,2020-08-18,2020-08-31,Replace Gas Dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430087,1602924430087,BLDG1164956,Res,Misc,SFD,Closed,Closed,2500.0,,,2026-02-17,2026-03-18,remove chimney above roof line patch roof,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430087,1602924430087,BLDG861089,Mechanical,ExistRes,TFD,Closed,Closed,,,,2020-11-25,2021-01-07,install new furnace hi eff,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430081,1602924430081,BLDG1136361,Plumbing,Res,,Closed,Closed,,,,2025-08-08,2025-09-08,Plumbing Remodel Tasks,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430081,1602924430081,BLDG1109229,Res,Misc,SFD,Closed,Closed,41112.0,,,2025-03-18,2025-09-19,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430059,1602924430059,BLDG1021079,Plumbing,Res,SFD,Closed,Closed,,,,2023-09-25,2025-01-30,METER MOVE Q2 - 2023 BATCH #24,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430059,1602924430059,BLDG893025,Plumbing,Res,,Closed,Closed,,,,2021-06-09,2023-06-13,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430059,1602924430059,BLDG833373,Res,Misc,SFD,Closed,Closed,5789.0,,,2020-05-12,2020-06-05,tear off old shingles and install new shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430022,1602924430022,BLDG700123,Plumbing,Res,,Closed,Closed,,,,2018-03-22,2019-10-03,"Install Dryer. Fadumo Mohamud, [contact omitted].",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430008,1602924430008,BLDG1030225,Plumbing,Res,,Closed,Closed,,,,2023-10-30,2023-11-16,Replace gas dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430008,1602924430008,BLDG854858,Mechanical,ExistRes,SFD,Closed,Closed,,,,2020-10-14,2021-04-20,install hi eff furnace and dehumdfier,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430008,1602924430008,BLDG854210,Plumbing,Res,,Closed,Closed,,,,2020-10-08,2020-12-08,"water closet,lav,tub.kitchen sinl",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430006,1602924430006,BLDG865726,Plumbing,Res,,Closed,Closed,,,,2020-12-17,2023-06-02,REPLACE GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924430006,1602924430006,BLDG731476,Plumbing,Res,,Closed,Closed,,,,2018-09-28,2018-10-09,REPLACE ONE GAS WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG1145199,Commercial,Remodel,Comm,Issued,Inspection,500.0,,,2025-10-03,,Communication Tower Antenna Replacement/Addition SEPARATE PERMITS (STATE OF MINNESOTA) ARE REQUIRED FOR ELECTRICAL WORK.,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG967423,Plumbing,ComMin,,Closed,Closed,,,,2022-10-17,2023-03-23,Remodel apt #510,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG961632,Commercial,Remodel,Comm,Closed,Closed,52000.0,,,2022-10-06,2023-04-05,RECONSTRUCT UNIT 513 AND 515 DUE TO FIRE DEMAGE (MAA) PROVIDE SOUND AND ONE HOUR SEPARATION BETWEEN UN ITS. - STC 50 FOR COMMON WALLS AND 50 STC AND 50 IIC AT COMMON FLOOR CEILING ASSEMBLY ARFCHITECT MINA ADSIT 18710,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG945870,Commercial,Remodel,Comm,Closed,Closed,1000.0,,,2022-05-26,2023-09-29,"REMOVE 3 ANTENNAS, INSTALL 6 ANTENNAS AND ANCILLARY SUPPORT EQUIPMENT (NET INCREASE OF 3 ANTENNAS) Engineer: Ping Jiang #54790 The building inspector must approve the restoration of fire rated assemblies disrupted by the work before concealment",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG907216,Commercial,Remodel,Comm,Closed,Closed,500.0,,,2021-10-26,2022-08-22,"TELECOMMS EQUIPMENT - INSTALL/ADD ----- engineer: THOMAS LAWRENCE MACH - 42357 ""building and existing mounts have been analyzed and have been found to have SUFFICIENT CAPACITY to support the proposed equipment with the CONDITIONAL requirements outlined",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG872018,Commercial,Remodel,Comm,Closed,Closed,500.0,,,2021-03-02,2022-08-03,Remove equipment telecommunications equipment. Install equipment telecommunications equipment. ______ Maintain fire-caulking/fire-rating at any penetrations.,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG820754,Commercial,Remodel,Comm,Closed,Closed,25000.0,,,2020-04-14,2021-08-26,ANTENNA'S. swap 3 roof-mounted antennas. Engineer Kotecki #56322,parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG820667,Commercial,Remodel,Comm,Closed,Closed,17500.0,,,2020-04-14,2021-08-20,"SWAP 6 ANTENNAS AND 9 RRH'S, REMOVE 3 TMA'S AND ADD FIBER JUMPERS (MAA)",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG810374,Commercial,Remodel,Comm,Closed,Closed,500.0,,,2020-01-16,2021-11-29,"Maintenance modification of telecommunications equipment. Remove and replace antennas, cables, and RRUs. Mounts will be re-used. ______ Maintain fire-caulking/fire-rating at any penetrations.",parcel_apn,minneapolis_ccs_permits_current
parcel-1602924340163,1602924340163,BLDG638338,Commercial,Remodel,MFD,Closed,Closed,12500.0,,,2017-05-01,2017-08-16,"REPLACING (3) ROOFTOP ANTENNAS AND ADDING SMALL RADIO UNIT ON EXISTING PENTHOUSE. (DMH#2) BALLASTED SYSTEM ENGINEER: ROBLEY A. EVANS # 43119 (BLACK & VEATCH) ENGINEER: NATHAN PETRY,#51299 (BLACK & VEATCH) ***CONTRACTOR TO VERIFY EXISTING ROOF",parcel_apn,minneapolis_ccs_permits_current
