property_id,parcel_id,source_ids,sale_date,sale_value,assessed_land_value,assessed_building_value,assessed_total_value,tax_year,market_year,total_tax,use_classes,zoning,land_use,parcel_area_sqft,acres,year_built,finished_sqft,above_ground_area,below_ground_area,total_units,building_use
parcel-0802924410196,0802924410196,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,30000.0,195000.0,225000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,5449.0,0.13,1977,,1240.0,1240.0,,Single Family House
parcel-0802924420067,0802924420067,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,41000.0,217600.0,258600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5022.0,0.12,1916,,1333.0,793.0,,Single Family House
parcel-0802924420077,0802924420077,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,25000.0,203800.0,228800.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,5360.0,0.12,1976,,1152.0,,,Single Family House
parcel-0802924420082,0802924420082,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2016-04-01,190000.0,30000.0,246000.0,276000.0,2026,2025,3795.0,Residential,Urban Neighborhood 2,,5365.0,0.12,1994,,1234.0,1220.0,,Single Family House
parcel-0802924430033,0802924430033,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,205300.0,226300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5131.0,0.12,1926,,1282.0,942.0,,Single Family House
parcel-0802924430034,0802924430034,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,118000.0,139000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5132.0,0.12,1929,,1248.0,624.0,,Single Family House
parcel-0802924440014,0802924440014,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,159800.0,175800.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5154.0,0.12,1920,,1456.0,728.0,,Single Family House
parcel-0802924440027,0802924440027,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,196000.0,212000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5145.0,0.12,1977,,1240.0,1240.0,,Single Family House
parcel-0802924440113,0802924440113,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,30000.0,109200.0,139200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5515.0,0.13,1912,,672.0,504.0,,Single Family House
parcel-0802924440168,0802924440168,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,14000.0,254000.0,268000.0,2026,2025,,Double Bungalow | Special Taxing Districts,Residence Goods and Services,,5103.0,0.12,1977,,1736.0,896.0,,Duplex
parcel-0902924110150,0902924110150,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18000.0,180000.0,198000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,4981.0,0.11,1983,,1216.0,640.0,,Single Family House
parcel-0902924110206,0902924110206,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,22000.0,165900.0,187900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5771.0,0.13,1977,,1092.0,1092.0,,Single Family House
parcel-0902924130018,0902924130018,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,19000.0,193800.0,212800.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,5703.0,0.13,1976,,1365.0,705.0,,Duplex
parcel-0902924130089,0902924130089,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-12-01,4858.0,20000.0,175100.0,195100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6435.0,0.15,1976,,1316.0,644.0,,Single Family House
parcel-0902924140017,0902924140017,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,22000.0,247000.0,269000.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 1,,5832.0,0.13,1974,,1736.0,896.0,,Duplex
parcel-0902924140035,0902924140035,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,22000.0,160500.0,182500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5841.0,0.13,1925,,1226.0,904.0,,Single Family House
parcel-0902924210024,0902924210024,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18000.0,188300.0,206300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5117.0,0.12,1926,,1442.0,692.0,,Single Family House
parcel-0902924210090,0902924210090,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-07-01,136900.0,22000.0,185000.0,207000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,8295.0,0.19,1989,,1066.0,528.0,,Single Family House
parcel-0902924220070,0902924220070,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-10-01,15000.0,18000.0,299000.0,317000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5034.0,0.12,2000,,1932.0,966.0,,Single Family House
parcel-0902924220188,0902924220188,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18000.0,146500.0,164500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5128.0,0.12,1965,,936.0,936.0,,Single Family House
parcel-0902924230030,0902924230030,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18000.0,165100.0,183100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5071.0,0.12,1921,,1084.0,590.0,,Single Family House
parcel-0902924230039,0902924230039,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,14000.0,199000.0,213000.0,2026,2025,,Residential | Special Taxing Districts,Corridor Mixed Use,,5079.0,0.12,1916,,1350.0,,,Single Family House
parcel-0902924230055,0902924230055,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18000.0,206400.0,224400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5054.0,0.12,1964,,1392.0,696.0,,Single Family House
parcel-0902924230087,0902924230087,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,18000.0,247000.0,265000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4991.0,0.11,2000,,1680.0,884.0,,Single Family House
parcel-0902924230180,0902924230180,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,19000.0,157300.0,176300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5308.0,0.12,1971,,1010.0,750.0,,Single Family House
parcel-0902924240075,0902924240075,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,124000.0,140000.0,2026,2025,,Residential | Municipal Property,Corridor Mixed Use,,6296.0,0.14,1922,,967.0,,,Single Family House
parcel-0902924320109,0902924320109,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,176600.0,2623400.0,2800000.0,2026,2025,,Apartment | Municipal Property,Corridor Mixed Use,,25224.0,0.58,1966,,20992.0,,31,Apartment 6+ Unit
parcel-0902924320203,0902924320203,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,14000.0,134800.0,148800.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,5038.0,0.12,1913,,1344.0,540.0,,Single Family House
parcel-0902924330073,0902924330073,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,120100.0,136100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5425.0,0.12,1942,,980.0,780.0,,Single Family House
parcel-0902924330178,0902924330178,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,202000.0,218000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5361.0,0.12,1900,,1480.0,740.0,,Single Family House
parcel-0902924340049,0902924340049,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,192700.0,208700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5457.0,0.13,1971,,1050.0,750.0,,Single Family House
parcel-0902924410060,0902924410060,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,15000.0,208300.0,223300.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,5048.0,0.12,1977,,1736.0,896.0,,Duplex
parcel-0902924410100,0902924410100,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,142000.0,158000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5051.0,0.12,1909,,1310.0,728.0,,Single Family House
parcel-0902924420178,0902924420178,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,200700.0,216700.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 3,,5722.0,0.13,1976,,1736.0,,,Duplex
parcel-0902924430083,0902924430083,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,15000.0,259500.0,274500.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 3,,5423.0,0.12,1978,,1736.0,896.0,,Duplex
parcel-0902924430091,0902924430091,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2022-11-01,6200.0,37900.0,734100.0,772000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,5421.0,0.12,2023,,10032.0,,6,Apartment 6+ Unit
parcel-0902924430092,0902924430092,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2022-11-01,6200.0,15000.0,,15000.0,2026,2025,,Vacant Land - Residential | Municipal Property,Urban Neighborhood 3,,5421.0,0.12,,,,,,
parcel-0902924440132,0902924440132,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,207900.0,223900.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,5416.0,0.12,1977,,1736.0,896.0,,Duplex
parcel-0902924440171,0902924440171,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,16000.0,201200.0,217200.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,5429.0,0.12,1977,,1736.0,896.0,,Duplex
parcel-1002824110024,1002824110024,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,91000.0,143800.0,234800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,5275.0,0.12,1977,,1092.0,1092.0,,Single Family House
parcel-1002824110110,1002824110110,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,89000.0,197200.0,286200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4568.0,0.1,1908,,1356.0,812.0,,Single Family House
parcel-1002824110150,1002824110150,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,89000.0,126300.0,215300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,5044.0,0.12,1909,,1248.0,624.0,,Single Family House
parcel-1002824110155,1002824110155,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,94000.0,171900.0,265900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5045.0,0.12,1972,,1092.0,1092.0,,Single Family House
parcel-1002824110178,1002824110178,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,97000.0,143900.0,240900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5408.0,0.12,1976,,1092.0,1092.0,,Single Family House
parcel-1002824110208,1002824110208,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,96000.0,203000.0,299000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5217.0,0.12,1980,,1288.0,644.0,,Single Family House
parcel-1002824120084,1002824120084,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,93000.0,166900.0,259900.0,2026,2025,,Residential | Municipal Property,Corridor Mixed Use,,5072.0,0.12,1908,,1732.0,546.0,,Single Family House
parcel-1002824120156,1002824120156,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,76000.0,121100.0,197100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5213.0,0.12,1910,,1152.0,576.0,,Single Family House
parcel-1002824130022,1002824130022,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,76000.0,197300.0,273300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5216.0,0.12,1921,,1848.0,960.0,,Single Family House
parcel-1002824130061,1002824130061,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,96000.0,156700.0,252700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5219.0,0.12,1908,,1539.0,662.0,,Single Family House
parcel-1002824140019,1002824140019,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,94000.0,161000.0,255000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5137.0,0.12,1955,,986.0,986.0,,Single Family House
parcel-1002824210016,1002824210016,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2004-03-01,1.0,145000.0,425400.0,570400.0,2026,2025,,Double Bungalow | Special Taxing Districts,Residence Goods and Services,,5024.0,0.12,2005,,2550.0,,,Duplex
parcel-1002824210031,1002824210031,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,178000.0,246200.0,424200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6834.0,0.16,1923,,1713.0,1340.0,,Single Family House
parcel-1002824240035,1002824240035,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,163000.0,157500.0,320500.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5481.0,0.13,1911,,1465.0,865.0,,Single Family House
parcel-1002824310059,1002824310059,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-12-01,110000.0,151200.0,524800.0,676000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 1,,5040.0,0.12,1922,,3840.0,1920.0,4,Apartment 4 or 5 Unit
parcel-1002824310135,1002824310135,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,176000.0,185200.0,361200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5275.0,0.12,1900,,1400.0,800.0,,Single Family House
parcel-1002824310166,1002824310166,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,173000.0,169400.0,342400.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5076.0,0.12,1908,,1088.0,708.0,,Single Family House
parcel-1002824310200,1002824310200,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1988-01-01,13200.0,176000.0,190500.0,366500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5283.0,0.12,1991,,1126.0,1126.0,,Single Family House
parcel-1002824320175,1002824320175,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,217000.0,246200.0,463200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6274.0,0.14,1972,,1470.0,720.0,,Single Family House
parcel-1002824320209,1002824320209,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,203000.0,189000.0,392000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4835.0,0.11,1909,,1480.0,856.0,,Single Family House
parcel-1002824340001,1002824340001,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,110000.0,185000.0,295000.0,2026,2025,,Residential | Municipal Property,Corridor Mixed Use,,3885.0,0.09,1920,,1316.0,,,Single Family House
parcel-1002824340090,1002824340090,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,176000.0,137200.0,313200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5278.0,0.12,1905,,1410.0,738.0,,Single Family House
parcel-1002824340233,1002824340233,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,169000.0,157000.0,326000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5079.0,0.12,1906,,1248.0,624.0,,Single Family House
parcel-1002824410032,1002824410032,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,112000.0,188700.0,300700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5280.0,0.12,1916,,1518.0,1038.0,,Single Family House
parcel-1002824410096,1002824410096,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,105000.0,226100.0,331100.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4853.0,0.11,1926,,1432.0,1072.0,,Single Family House
parcel-1002824410110,1002824410110,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,107000.0,148600.0,255600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4854.0,0.11,1974,,1092.0,,,Single Family House
parcel-1002824420036,1002824420036,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,85000.0,130100.0,215100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4872.0,0.11,1920,,972.0,,,Single Family House
parcel-1002824420133,1002824420133,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,128000.0,153000.0,281000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5078.0,0.12,1951,,1098.0,1098.0,,Single Family House
parcel-1002824430040,1002824430040,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,107000.0,143000.0,250000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5493.0,0.13,1973,,1092.0,1092.0,,Single Family House
parcel-1002824430048,1002824430048,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,136000.0,131000.0,267000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5492.0,0.13,1972,,1040.0,1040.0,,Single Family House
parcel-1002824440024,1002824440024,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,106000.0,205400.0,311400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4795.0,0.11,1951,,1122.0,822.0,,Single Family House
parcel-1002824440059,1002824440059,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,106000.0,158800.0,264800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,5195.0,0.12,1955,,904.0,904.0,,Single Family House
parcel-1002824440081,1002824440081,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,111000.0,108000.0,219000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5198.0,0.12,1949,,658.0,,,Single Family House
parcel-1002824440119,1002824440119,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,105000.0,127500.0,232500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,5179.0,0.12,1955,,910.0,910.0,,Single Family House
parcel-1002824440155,1002824440155,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,111000.0,150000.0,261000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5169.0,0.12,1953,,720.0,720.0,,Single Family House
parcel-1002824440165,1002824440165,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,105000.0,168900.0,273900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,5172.0,0.12,1954,,945.0,720.0,,Single Family House
parcel-1002824440175,1002824440175,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,105000.0,139900.0,244900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4776.0,0.11,1947,,1102.0,844.0,,Single Family House
parcel-1002824440204,1002824440204,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,141000.0,270800.0,411800.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 1,,9585.0,0.22,1973,,2216.0,1056.0,,Duplex
parcel-1002924110024,1002924110024,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,98000.0,153000.0,251000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,4757.0,0.11,1973,,1092.0,1092.0,,Single Family House
parcel-1002924110159,1002924110159,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1992-09-01,72000.0,84000.0,225000.0,309000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4758.0,0.11,1992,,1144.0,,,Single Family House
parcel-1002924220156,1002924220156,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,165900.0,188900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6279.0,0.14,1977,,1092.0,1092.0,,Single Family House
parcel-1002924230151,1002924230151,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,24000.0,165300.0,189300.0,2026,2025,,Residential | Special Taxing Districts,Corridor Mixed Use,,7323.0,0.17,1977,,1288.0,644.0,,Single Family House
parcel-1002924230173,1002924230173,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,196100.0,219100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6413.0,0.15,1904,,1305.0,768.0,,Single Family House
parcel-1002924320076,1002924320076,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,17000.0,148000.0,165000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6240.0,0.14,1900,,1552.0,824.0,,Single Family House
parcel-1002924320160,1002924320160,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,765500.0,13124500.0,13890000.0,2026,2025,,Apartment | Special Taxing Districts,Residence Goods and Services,,109360.0,2.47,1969,,127090.0,,193,Apartment 6+ Unit
parcel-1002924330006,1002924330006,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,17000.0,168100.0,185100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6433.0,0.15,1971,,1248.0,1248.0,,Single Family House
parcel-1002924410021,1002924410021,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,107000.0,202900.0,309900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5265.0,0.12,1972,,1410.0,,,Single Family House
parcel-1102824110073,1102824110073,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-11-01,115000.0,102000.0,219500.0,321500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,5535.0,0.13,1915,,1244.0,,,Single Family House
parcel-1102824120113,1102824120113,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,102000.0,248900.0,350900.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 1,,5057.0,0.12,1960,,1670.0,,,Duplex
parcel-1102824130037,1102824130037,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,101000.0,153000.0,254000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5906.0,0.14,1951,,1876.0,,,Single Family House
parcel-1102824130116,1102824130116,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,87000.0,202100.0,289100.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4383.0,0.1,1953,,1144.0,,,Single Family House
parcel-1102824140032,1102824140032,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,95000.0,162400.0,257400.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4458.0,0.1,1924,,1300.0,,,Single Family House
parcel-1102824140044,1102824140044,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,101000.0,194200.0,295200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5023.0,0.12,1949,,1244.0,,,Single Family House
parcel-1102824210108,1102824210108,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,82000.0,161000.0,243000.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,5196.0,0.12,1909,,1416.0,,,Single Family House
parcel-1102824210171,1102824210171,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-09-01,120900.0,97000.0,212000.0,309000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5337.0,0.12,1953,,937.0,,,Single Family House
parcel-1102824220017,1102824220017,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,82000.0,169500.0,251500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5051.0,0.12,1920,,1485.0,1107.0,,Single Family House
parcel-1102824220104,1102824220104,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,92000.0,179000.0,271000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4932.0,0.11,1975,,1288.0,644.0,,Single Family House
parcel-1102824220148,1102824220148,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,79000.0,165300.0,244300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4673.0,0.11,1917,,1300.0,624.0,,Single Family House
parcel-1102824230005,1102824230005,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,83000.0,126200.0,209200.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,5076.0,0.12,1920,,1170.0,720.0,,Single Family House
parcel-1102824230018,1102824230018,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,93000.0,156000.0,249000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4896.0,0.11,1918,,1373.0,997.0,,Single Family House
parcel-1102824230042,1102824230042,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,98000.0,129900.0,227900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5503.0,0.13,1915,,1352.0,884.0,,Single Family House
parcel-1102824230129,1102824230129,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,91000.0,172000.0,263000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4830.0,0.11,1920,,1274.0,950.0,,Single Family House
parcel-1102824240014,1102824240014,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,92000.0,102000.0,194000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,4842.0,0.11,1965,,1114.0,1114.0,,Single Family House
