property_id,parcel_id,source_ids,sale_date,sale_value,assessed_land_value,assessed_building_value,assessed_total_value,tax_year,market_year,total_tax,use_classes,zoning,land_use,parcel_area_sqft,acres,year_built,finished_sqft,above_ground_area,below_ground_area,total_units,building_use
parcel-2602924330086,2602924330086,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,48000.0,244500.0,292500.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,4987.0,0.11,1980,,1752.0,,,Duplex
parcel-2602924410007,2602924410007,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,4230800.0,38239200.0,42470000.0,2026,2025,,Apartment | Special Taxing Districts,Community Mixed Use,,325446.0,8.02,1963,,74472.0,,116,Apartment 6+ Unit
parcel-2602924410042,2602924410042,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,19000.0,,19000.0,2026,2025,,Vacant Land - Commercial | Highway Right-of-Way,Community Mixed Use,,1000.0,0.02,,,,,,
parcel-2602924420059,2602924420059,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,2204600.0,24915400.0,27120000.0,2026,2025,,Apartment | Special Taxing Districts,Residence and Institutional,,95851.0,2.19,1962,,54514.0,3342.0,88,Apartment 6+ Unit
parcel-2602924430107,2602924430107,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,55000.0,204000.0,259000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5801.0,0.13,1980,,1536.0,768.0,,Single Family House
parcel-2602924430127,2602924430127,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,59000.0,204000.0,263000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,7157.0,0.16,1980,,1536.0,768.0,,Single Family House
parcel-2602924430151,2602924430151,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,54000.0,153000.0,207000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5722.0,0.13,1900,,1536.0,,,Single Family House
parcel-2702924440023,2702924440023,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,757000.0,15984000.0,16741000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,37850.0,0.87,1972,,126000.0,6000.0,200,Apartment 6+ Unit
parcel-2702924440079,2702924440079,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,17700.0,,17700.0,2026,2025,,Vacant Land - Commercial | Municipal Property,Urban Neighborhood 2,,984.0,0.02,,,,,,
parcel-2702924440080,2702924440080,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,883500.0,8837500.0,9721000.0,2026,2025,,Apartment | Municipal Property,Residence Goods and Services,,44175.0,1.02,1966,,70733.0,2046.0,113,Apartment 6+ Unit
parcel-2802924220036,2802924220036,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-10-01,119000.0,166000.0,192000.0,358000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5839.0,0.13,1955,,1080.0,580.0,,Single Family House
parcel-2902924110082,2902924110082,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-01-01,187000.0,189000.0,254600.0,443600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5099.0,0.12,1925,,1700.0,1150.0,,Single Family House
parcel-2902924110223,2902924110223,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1987-12-01,18563.0,188000.0,237000.0,425000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5113.0,0.12,1991,,1184.0,736.0,,Single Family House
parcel-3002923130034,3002923130034,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,2157800.0,2677200.0,4835000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,61650.0,3.38,1952,,6717.0,3192.0,8,Apartment 6+ Unit
parcel-3002923240019,3002923240019,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,2157800.0,312200.0,2470000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,61650.0,1.49,1952,,5101.0,2424.0,6,Row House
parcel-3002923240020,3002923240020,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1627900.0,100.0,1628000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,46512.0,1.06,1952,,3459.0,1644.0,4,Apartment 4 or 5 Unit
parcel-3002923310003,3002923310003,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,6040000.0,7000.0,6047000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,120800.0,3.32,1952,,7390.0,3542.0,8,Apartment 6+ Unit
parcel-3002923310004,3002923310004,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,3048200.0,642800.0,3691000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,87090.0,2.15,1900,,6327.0,3677.0,8,Apartment 6+ Unit
parcel-3002923310005,3002923310005,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,57800.0,,57800.0,2026,2025,,Vacant Land - Apartment | Municipal Property,Urban Neighborhood 3,,1650.0,0.04,,,,,,
parcel-3002923420029,3002923420029,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1675600.0,20400.0,1696000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,47875.0,1.13,1952,,6717.0,3192.0,8,Apartment 6+ Unit
parcel-3102923310099,3102923310099,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-02-01,123000.0,184000.0,183600.0,367600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5167.0,0.12,1957,,1096.0,1096.0,,Single Family House
parcel-3102923330018,3102923330018,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-01-01,134000.0,143000.0,245800.0,388800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6831.0,0.16,1936,,1518.0,,,Single Family House
parcel-3102923330059,3102923330059,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,133000.0,327300.0,460300.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,6831.0,0.16,1990,,2400.0,1200.0,,Duplex
parcel-3102923340036,3102923340036,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,126000.0,169900.0,295900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5132.0,0.12,1977,,1228.0,1228.0,,Single Family House
parcel-3102923340082,3102923340082,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,118000.0,154000.0,272000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5111.0,0.12,1976,,1092.0,,,Single Family House
parcel-3102923340095,3102923340095,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,123000.0,154000.0,277000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5122.0,0.12,1976,,1092.0,,,Single Family House
parcel-3102923420020,3102923420020,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1995-04-01,86000.0,147000.0,190400.0,337400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5160.0,0.12,1966,,1056.0,1056.0,,Single Family House
parcel-3102923420049,3102923420049,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,147000.0,184000.0,331000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5161.0,0.12,1977,,1213.0,1213.0,,Single Family House
parcel-3102923430113,3102923430113,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,147000.0,190800.0,337800.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5160.0,0.12,1978,,1230.0,1214.0,,Single Family House
parcel-3102923430213,3102923430213,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,148000.0,196800.0,344800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5172.0,0.12,1917,,1600.0,984.0,,Single Family House
parcel-3202924330125,3202924330125,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1995-04-01,117500.0,244000.0,227700.0,471700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,4852.0,0.11,1960,,1144.0,,,Single Family House
parcel-3302924410156,3302924410156,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,114000.0,227000.0,341000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,4779.0,0.11,1900,,2112.0,1056.0,,Single Family House
parcel-3302924410202,3302924410202,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,134000.0,237000.0,371000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5149.0,0.12,1900,,2174.0,992.0,,Single Family House
parcel-3302924420003,3302924420003,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,135000.0,201000.0,336000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5186.0,0.12,1976,,1288.0,644.0,,Single Family House
parcel-3402924110085,3402924110085,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,99000.0,253800.0,352800.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,6605.0,0.15,1980,,1744.0,,,Duplex
parcel-3402924130104,3402924130104,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,592400.0,3037600.0,3630000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 3,,29622.0,0.68,1965,,32946.0,,42,Apartment 6+ Unit
parcel-3402924140015,3402924140015,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,34000.0,123300.0,157300.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,3781.0,0.09,1916,,1152.0,576.0,,Single Family House
parcel-3402924140060,3402924140060,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1028700.0,19691300.0,20720000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 2,,79132.0,1.82,1971,,171943.0,,254,Apartment 6+ Unit
parcel-3402924230146,3402924230146,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,123000.0,153600.0,276600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,3857.0,0.09,1910,,1392.0,732.0,,Single Family House
parcel-3402924320084,3402924320084,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,128000.0,203500.0,331500.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5442.0,0.12,1904,,1632.0,816.0,,Single Family House
parcel-3402924420004,3402924420004,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,99000.0,302900.0,401900.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 3,,6817.0,0.16,1984,,2168.0,1218.0,,Duplex
parcel-3502924110008,3502924110008,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,2552100.0,24047900.0,26600000.0,2026,2025,,Apartment | Municipal Property,Community Mixed Use,,196317.0,4.42,1963,,54286.0,,95,Apartment 6+ Unit
parcel-3502924110026,3502924110026,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,104100.0,472400.0,576500.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,8010.0,0.18,2023,,6740.0,,4,Apartment 4 or 5 Unit
parcel-3502924120079,3502924120079,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,51000.0,208000.0,259000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,4980.0,0.11,1984,,1208.0,636.0,,Single Family House
parcel-3502924120284,3502924120284,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1046400.0,13273600.0,14320000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 2,,80490.0,1.85,1963,,78846.0,4131.0,129,Apartment 6+ Unit
parcel-3502924130141,3502924130141,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,174300.0,226300.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5223.0,0.12,1971,,1000.0,1000.0,,Single Family House
parcel-3502924130222,3502924130222,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,192200.0,244200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5283.0,0.12,1900,,1260.0,756.0,,Single Family House
parcel-3502924130252,3502924130252,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,264000.0,316000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5352.0,0.12,2021,,1578.0,,,Single Family House
parcel-3502924130266,3502924130266,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,201000.0,253000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5352.0,0.12,1971,,1216.0,936.0,,Single Family House
parcel-3502924140048,3502924140048,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,65000.0,265400.0,330400.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,7131.0,0.16,1971,,2310.0,1134.0,,Duplex
parcel-3502924140078,3502924140078,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,51000.0,182400.0,233400.0,2026,2025,,Residential | Municipal Property,Corridor Mixed Use,,4659.0,0.11,1979,,1232.0,,,Single Family House
parcel-3502924140256,3502924140256,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,139300.0,718600.0,857900.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 2,,10718.0,0.25,2023,,10032.0,,6,Apartment 6+ Unit
parcel-3502924210058,3502924210058,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,54000.0,172500.0,226500.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6578.0,0.15,1982,,879.0,,,Single Family House
parcel-3502924240024,3502924240024,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,51000.0,197000.0,248000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6907.0,0.16,1971,,1380.0,690.0,,Single Family House
parcel-3502924240031,3502924240031,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,202000.0,254000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5244.0,0.12,1971,,1500.0,750.0,,Single Family House
parcel-3502924240037,3502924240037,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,48000.0,174000.0,222000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5901.0,0.14,1984,,1208.0,,,Single Family House
parcel-3502924240171,3502924240171,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,205300.0,257300.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5235.0,0.12,1971,,1320.0,,,Single Family House
parcel-3502924310053,3502924310053,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,55800.0,1074600.0,1130400.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 2,,7302.0,0.17,2023,,10032.0,,6,Apartment 6+ Unit
parcel-3502924310054,3502924310054,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,56400.0,1074000.0,1130400.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 2,,7293.0,0.17,2023,,10032.0,,6,Apartment 6+ Unit
parcel-3502924330006,3502924330006,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,49000.0,156000.0,205000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 3,,4698.0,0.11,1917,,1421.0,,,Single Family House
parcel-3502924420043,3502924420043,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,46000.0,318500.0,364500.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,4187.0,0.1,1984,,2168.0,1218.0,,Duplex
parcel-3502924420196,3502924420196,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,60000.0,313800.0,373800.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,7231.0,0.17,1984,,2168.0,,,Duplex
parcel-3502924420253,3502924420253,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,54000.0,257200.0,311200.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,5737.0,0.13,1980,,1752.0,912.0,,Duplex
parcel-3502924420322,3502924420322,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,31000.0,,31000.0,2026,2025,,Vacant Land - Residential | Special Taxing Districts,Urban Neighborhood 2,,6280.0,0.14,,,,,,
parcel-3602924110079,3602924110079,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,133000.0,151500.0,284500.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,4802.0,0.11,1904,,1142.0,336.0,,Single Family House
parcel-3602924110099,3602924110099,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,136000.0,231500.0,367500.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,4888.0,0.11,1908,,1704.0,540.0,,Single Family House
parcel-3602924120036,3602924120036,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,133000.0,196300.0,329300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6133.0,0.14,1903,,1454.0,,,Single Family House
parcel-3602924120056,3602924120056,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,151000.0,205000.0,356000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6134.0,0.14,1971,,1350.0,,,Single Family House
parcel-3602924120061,3602924120061,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,148000.0,216000.0,364000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5814.0,0.13,1971,,1500.0,,,Single Family House
parcel-3602924120076,3602924120076,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,133000.0,158900.0,291900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6134.0,0.14,1972,,836.0,,,Single Family House
