event_id,property_id,event_date,event_type,old_value,new_value,source_id,public_note
chg-property_type_changed-2025-parcel-0802924120196,parcel-0802924120196,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924120196,parcel-0802924120196,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924140133,parcel-0802924140133,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924140133,parcel-0802924140133,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924140133,parcel-0802924140133,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924140133,parcel-0802924140133,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924410069,parcel-0802924410069,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924410069,parcel-0802924410069,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924410069,parcel-0802924410069,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924410069,parcel-0802924410069,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924410196,parcel-0802924410196,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924410196,parcel-0802924410196,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924410196,parcel-0802924410196,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924410196,parcel-0802924410196,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924420067,parcel-0802924420067,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924420067,parcel-0802924420067,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924420067,parcel-0802924420067,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924420067,parcel-0802924420067,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924420077,parcel-0802924420077,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924420077,parcel-0802924420077,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924420077,parcel-0802924420077,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924420077,parcel-0802924420077,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924420082,parcel-0802924420082,2025-01-01,taxpayer_name_changed,KOU YANG | 3107 THOMAS AVE N | MINNEAPOLIS MN 55411,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924420082,parcel-0802924420082,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924420082,parcel-0802924420082,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924430033,parcel-0802924430033,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924430033,parcel-0802924430033,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924430033,parcel-0802924430033,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924430033,parcel-0802924430033,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924430034,parcel-0802924430034,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924430034,parcel-0802924430034,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924430034,parcel-0802924430034,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924430034,parcel-0802924430034,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924440014,parcel-0802924440014,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924440014,parcel-0802924440014,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924440014,parcel-0802924440014,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924440014,parcel-0802924440014,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924440027,parcel-0802924440027,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924440027,parcel-0802924440027,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924440027,parcel-0802924440027,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924440027,parcel-0802924440027,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924440113,parcel-0802924440113,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924440113,parcel-0802924440113,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924440113,parcel-0802924440113,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924440113,parcel-0802924440113,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0802924440168,parcel-0802924440168,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0802924440168,parcel-0802924440168,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0802924440168,parcel-0802924440168,2025-01-01,property_type_changed,2 UNIT RESIDENTIAL,RESIDENTIAL 2 UNITS,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0802924440168,parcel-0802924440168,2025-01-01,estimated_unit_count_changed,2,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924110150,parcel-0902924110150,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924110150,parcel-0902924110150,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924110150,parcel-0902924110150,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924110150,parcel-0902924110150,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924110206,parcel-0902924110206,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924110206,parcel-0902924110206,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924110206,parcel-0902924110206,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924110206,parcel-0902924110206,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924130018,parcel-0902924130018,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924130018,parcel-0902924130018,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924130018,parcel-0902924130018,2025-01-01,property_type_changed,2 UNIT RESIDENTIAL,RESIDENTIAL 2 UNITS,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924130018,parcel-0902924130018,2025-01-01,estimated_unit_count_changed,2,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924130089,parcel-0902924130089,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924130089,parcel-0902924130089,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924130089,parcel-0902924130089,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924130089,parcel-0902924130089,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924140017,parcel-0902924140017,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924140017,parcel-0902924140017,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924140017,parcel-0902924140017,2025-01-01,property_type_changed,2 UNIT RESIDENTIAL,RESIDENTIAL 2 UNITS,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924140017,parcel-0902924140017,2025-01-01,estimated_unit_count_changed,2,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924140035,parcel-0902924140035,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924140035,parcel-0902924140035,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924140035,parcel-0902924140035,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924140035,parcel-0902924140035,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924210024,parcel-0902924210024,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924210024,parcel-0902924210024,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924210024,parcel-0902924210024,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924210024,parcel-0902924210024,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924210090,parcel-0902924210090,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924210090,parcel-0902924210090,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLER'S OFFICE | 1001 WASHINGTON AVE N | MPLS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924210090,parcel-0902924210090,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924210090,parcel-0902924210090,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924220070,parcel-0902924220070,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924220070,parcel-0902924220070,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MPLS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924220070,parcel-0902924220070,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924220070,parcel-0902924220070,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924220188,parcel-0902924220188,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924220188,parcel-0902924220188,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924220188,parcel-0902924220188,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924220188,parcel-0902924220188,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924230030,parcel-0902924230030,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924230030,parcel-0902924230030,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924230030,parcel-0902924230030,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924230030,parcel-0902924230030,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924230039,parcel-0902924230039,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924230039,parcel-0902924230039,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924230039,parcel-0902924230039,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924230039,parcel-0902924230039,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924230055,parcel-0902924230055,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924230055,parcel-0902924230055,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924230055,parcel-0902924230055,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
chg-estimated_unit_count_changed-2025-parcel-0902924230055,parcel-0902924230055,2025-01-01,estimated_unit_count_changed,1,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an estimated unit count change between 2024 and 2025.
chg-owner_name_changed-2025-parcel-0902924230087,parcel-0902924230087,2025-01-01,owner_name_changed,COMMUNITY HOUSING RESOURCES,MPLS PUBLIC HOUSING AUTHORITY MPHA,minneapolis_assessing_parcels_2025,Minneapolis assessing records show an owner name change between 2024 and 2025.
chg-taxpayer_name_changed-2025-parcel-0902924230087,parcel-0902924230087,2025-01-01,taxpayer_name_changed,COMMUNITY HOUSING RESOURCES | ATTN COMPTROLLERS OFFICE | 1001 WASHINGTON AVE N | MINNEAPOLIS MN 55401,,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a taxpayer name change between 2024 and 2025.
chg-property_type_changed-2025-parcel-0902924230087,parcel-0902924230087,2025-01-01,property_type_changed,RESIDENTIAL,RESIDENTIAL 1 UNIT,minneapolis_assessing_parcels_2025,Minneapolis assessing records show a property classification change between 2024 and 2025.
